student_id,age,gender,parental_education,study_hours_week,attendance_rate,extracurricular,sleep_hours,previous_scores,tutoring,internet_quality,family_income,health_status,final_grade
STD02238,19,M,master,14.26,55.93,Yes,8.56,55.42,Yes,Good,Medium,Excellent,100
STD01378,20,F,bachelor,16.77,77.69,Yes,,51.82,No,Good,Low,Good,100
STD00771,23,F,bachelor,,61.58,Yes,6.78,56.02,No,Poor,  Medium ,Good,85.93
STD01001,20,M,bachelor,6.67,49.77,No,6.89,56.08,Yes,Excellent,High,Poor,93.19
STD00953,23,F,master,9.37,61.56,Yes,8.29,64.48,No,Good,,Good,93.7
STD00454,21,M,bachelor,4.38,51.52,Yes,3.15,61.48,No,Good,Medium,Excellent,74.37
STD02506,22,M,bachelor,,67.42,No,5.78,62.22,No,Good,Low,Excellent,91.37
STD00960,19,M,doctorate,12.49,32.55,Yes,4.36,51.79,Yes,Excellent,Medium,Good,100
STD02421,25,M,bachelor,16.04,53.11,No,,55.36,No,Excellent,Medium,Poor,100
STD02141,20,M,master,16.38,58.15,No,4.69,49.95,No,Excellent,Medium,Good,96.93
STD00352,19,F,bachelor,11.14,60.08,No,7.4,67.48,Yes,Good,,Excellent,100
STD00081,24,M,bachelor,6.9,58.95,Yes,10.11,55.2,Yes,Excellent,Medium,Good,91.8
STD00924,21,F,high_school,1.43,59.53,Yes,7.03,46.64,Yes,Excellent,High,Good,81.95
STD01953,19,F,bachelor,10.09,70.96,No,,48.98,No,,,Good,100
STD00136,23,F,bachelor,15.24,54.93,No,6.98,55.78,No,Excellent,Medium,Excellent,100
STD01397,22,M,master,13.09,64.28,Yes,7.56,62.96,No,Excellent,High,Excellent,100
STD02019,18,F,bachelor,8.15,52.36,Yes,6.36,47.13,No,Good,High,Poor,86.8
STD01601,24,F,bachelor,5.93,62.39,Yes,6.64,58.29,No,Good,Low,Good,87.42
STD01267,19,M,high_school,11.64,64.64,Yes,5.86,72.81,No,Good,Medium,Good,88.15
STD01572,20,F,bachelor,17.6,52.22,Yes,5.65,53.05,No,Good,High,Excellent,100
STD00152,19,M,high_school,4.32,68.27,Yes,7.11,47.21,No,Excellent,Low,Poor,75.02
STD02411,24,F,bachelor,8.66,,Yes,6.99,64.62,Yes,Good,Medium,Excellent,92.88
STD01379,21,F,high_school,19.15,37.5,Yes,6.16,54.5,Yes,Poor,Medium,Good,94.56
STD01408,24,M,high_school,4.84,51.54,Yes,7.58,49.34,Yes,Excellent,Medium,Good,89.72
STD00546,18,F,high_school,,,Yes,6.06,61.38,No,Excellent,Medium,Excellent,81.83
STD00804,20,M,master,12.58,60.45,No,,,No,Good,Low,Excellent,99.81
STD02335,25,F,master,1.87,56.53,Yes,7.12,50.04,No,,High,Excellent,86.62
STD00468,21,F,high_school,10.61,67.61,No,6.62,50.73,Yes,Poor,Medium,Poor,85.96
STD02008,24,F,high_school,113.2,68.36,Yes,7.07,39.03,Yes,Good,Medium,Poor,90.36
STD01754,19,F,bachelor,2.62,,No,7.06,,No,Excellent,Medium,Excellent,81.64
STD01591,23,M,  high_school ,5.51,67.66,No,6.55,39.15,Yes,Good,Medium,Excellent,86.3
STD02010,25,M,bachelor,8.1,50.4,Yes,7.75,52.61,No,,High,Excellent,90.48
STD01110,24,F,bachelor,11.23,79.87,No,5.23,51.95,No,Good,Low,Excellent,88.74
STD01400,25,M,high_school,9.34,53.02,Yes,,49.66,No,Good,Low,Good,86.38
STD00222,22,F,bachelor,12.0,62.19,No,8.0,40.53,No,Excellent,Medium,Excellent,96.88
STD01237,19,M,high_school,12.33,60.79,Yes,7.16,56.45,No,Good,Low,Poor,89.01
STD01618,25,M,high_school,12.33,61.74,No,6.65,47.61,Yes,Good,Medium,Excellent,99.41
STD00639,21,M,high_school,3.57,,No,7.67,57.13,No,Excellent,,  Excellent ,85.96
STD02348,18,M,bachelor,4.6,74.57,No,7.14,62.01,Yes,Excellent,,Poor,88.15
STD00328,20,F,high_school,8.16,66.36,Yes,5.15,57.79,No,Good,,Good,82.19
STD02232,20,M,bachelor,3.97,64.9,Yes,8.95,66.52,No,Poor,Low,Excellent,80.57
STD01948,24,M,master,13.79,59.58,Yes,8.46,55.56,Yes,Good,Low,Excellent,100
STD00155,22,F,high_school,13.85,60.83,Yes,7.54,67.17,Yes,Good,Medium,Good,100
STD02049,25,M,high_school,,61.34,Yes,6.38,53.08,Yes,Poor,High,Good,91.96
STD02369,25,F,doctorate,1.7,64.79,Yes,15.3,61.49,No,Excellent,Low,Excellent,83.38
STD01358,25,F,high_school,21.2,108.95,No,5.91,53.71,No,Excellent,,Good,95.06
STD00227,24,M,high_school,18.44,71.27,Yes,,48.75,No,Good,Low,Good,91.51
STD00363,18,F,master,4.85,46.0,No,9.04,65.01,Yes,Excellent,Medium,Poor,90.38
STD01671,20,F,bachelor,,,Yes,7.01,36.9,No,Excellent,Medium,Good,96.47
STD00394,22,M,master,9.45,64.49,No,7.6,69.96,No,Excellent,Medium,Good,100
STD00813,18,M,high_school,11.12,49.59,No,5.55,51.26,No,Excellent,High,Good,94.86
STD02438,20,M,master,8.44,,Yes,7.9,52.95,No,Good,Low,Poor,89.23
STD00189,24,M,bachelor,4.02,55.41,No,6.63,35.92,Yes,Good,Low,Good,82.25
STD00121,19,F,doctorate,8.43,52.17,Yes,7.44,55.7,Yes,Excellent,Medium,Good,100
STD02362,23,F,master,9.24,66.25,Yes,6.86,56.34,Yes,Excellent,Low,Poor,95.79
STD02071,21,F,high_school,7.31,60.62,Yes,5.05,68.03,No,Good,Low,Good,81.97
STD01034,21,M,bachelor,13.26,45.22,No,,42.45,No,Good,Medium,Good,92.37
STD00001,19,M,doctorate,11.35,70.48,No,6.12,68.09,No,,,Good,98.51
STD00284,19,M,  high_school ,17.22,50.09,Yes,8.06,50.64,No,Good,Medium,Excellent,100
STD00288,19,M,high_school,8.67,70.91,Yes,7.31,48.1,No,,Medium,Excellent,85.82
STD02060,20,F,high_school,0.46,47.19,No,6.57,63.29,No,Poor,Medium,Excellent,76.24
STD00018,19,F,high_school,11.04,49.84,No,6.25,51.95,No,Poor,Medium,Good,85.28
STD01725,18,F,bachelor,10.31,76.04,Yes,6.75,54.87,Yes,Poor,Low,Good,96.36
STD00118,22,F,high_school,,58.96,No,6.22,,Yes,Excellent,Medium,Good,79.6
STD02407,19,M,bachelor,17.82,49.58,No,,62.51,Yes,Good,,Good,95.67
STD00399,24,M,bachelor,3.93,60.49,Yes,7.41,50.9,No,Good,Medium,Excellent,90.47
STD00646,22,F,master,16.85,49.06,Yes,7.25,62.13,No,Good,Medium,Poor,99.54
STD01756,19,F,high_school,21.71,45.97,Yes,7.18,63.39,No,Excellent,Low,Good,100
STD01771,18,M,doctorate,15.85,47.07,No,,55.51,No,Good,Medium,Good,100
STD00346,21,M,master,13.83,68.42,Yes,6.38,67.39,No,Good,Low,Good,100
STD02363,22,  M ,bachelor,,,Yes,6.38,43.37,Yes,Good,High,Good,96.57
STD01056,19,F,doctorate,9.44,61.21,Yes,6.12,61.49,No,Good,Low,Excellent,93.93
STD00510,24,F,bachelor,9.54,72.49,Yes,4.67,68.05,No,,Medium,Excellent,98.54
STD00777,25,M,bachelor,11.25,48.7,Yes,7.87,60.14,No,Excellent,Medium,Excellent,94.79
STD02136,21,F,high_school,15.62,49.66,No,6.59,23.26,Yes,Excellent,Medium,Poor,91.05
STD01592,24,F,bachelor,4.22,71.13,No,6.75,59.11,Yes,Poor,Medium,Poor,82.6
STD02077,24,M,bachelor,,60.42,Yes,7.5,74.11,No,Good,Medium,  Excellent ,92.07
STD01006,25,M,bachelor,,67.34,No,5.06,57.4,No,Excellent,Low,Good,92.86
STD00194,18,F,high_school,12.11,64.44,No,7.39,52.52,Yes,Good,Low,Excellent,100
STD01611,20,F,master,15.11,45.95,Yes,,59.41,Yes,Good,,Good,100
STD00478,21,F,master,5.82,39.85,Yes,7.26,68.59,No,Good,Medium,Excellent,90.97
STD01332,25,M,bachelor,9.97,39.65,No,14.4,,Yes,,Medium,Good,99.65
STD00533,23,M,bachelor,8.48,63.2,Yes,6.0,65.15,Yes,Excellent,High,Good,100
STD02352,22,M,high_school,16.4,63.41,No,6.37,59.33,No,Excellent,Medium,Good,100
STD01055,19,F,bachelor,,64.72,Yes,6.24,61.36,Yes,Excellent,Low,Excellent,98.08
STD00486,19,F,master,11.66,55.27,No,6.71,50.42,No,Good,,Excellent,99.27
STD00699,18,M,high_school,14.24,64.47,No,8.51,70.03,Yes,Good,Medium,Excellent,100
STD01334,21,M,bachelor,9.54,71.83,No,6.92,49.71,No,Poor,High,Good,91.51
STD02418,25,F,bachelor,0.74,74.89,No,8.4,53.19,No,Good,Medium,Excellent,79.52
STD00311,24,M,high_school,8.05,,Yes,6.33,64.17,Yes,Good,High,Good,94.02
STD00535,22,M,high_school,0.91,50.69,No,5.33,49.11,Yes,Excellent,,Good,79.26
STD01887,18,M,bachelor,9.98,68.68,Yes,7.48,58.5,Yes,Excellent,Low,Excellent,100
STD00231,18,F,bachelor,8.89,47.07,No,7.71,64.45,Yes,Excellent,Low,Excellent,97.86
STD01152,18,F,high_school,6.52,52.27,No,7.04,50.33,No,Excellent,,Good,78.84
STD02120,21,M,bachelor,11.84,66.94,No,5.2,51.26,No,Good,High,Good,94.15
STD01148,19,M,master,9.38,55.71,No,,61.21,No,Good,High,Good,93.39
STD00896,22,F,high_school,15.7,62.01,Yes,7.91,69.9,No,Good,Low,Excellent,100
STD01623,21,M,high_school,,,No,8.9,60.58,No,Poor,High,Good,80.56
STD00918,21,F,bachelor,8.23,59.52,No,8.96,52.94,Yes,Good,Medium,Excellent,100
STD01630,19,M,master,7.44,50.97,Yes,5.39,57.34,Yes,Good,Low,Excellent,88.91
STD01307,24,F,high_school,6.12,72.4,Yes,6.42,58.02,No,Excellent,High,Good,87.56
STD01711,20,F,master,8.67,55.16,No,7.43,67.32,No,Good,High,Good,97.69
STD00560,25,M,master,13.86,65.04,Yes,5.44,74.56,No,Good,Low,Good,100
STD00752,23,M,doctorate,7.88,62.53,No,7.67,64.37,Yes,Good,Low,Good,98.34
STD00603,24,M,bachelor,,63.83,Yes,7.49,58.7,Yes,Good,Medium,Good,87.67
STD01235,22,F,doctorate,6.31,46.75,No,7.31,55.64,No,Good,High,Excellent,98.24
STD00382,24,M,master,15.55,53.93,Yes,7.41,47.07,Yes,Excellent,Medium,Good,100
STD01312,19,F,doctorate,20.54,59.54,Yes,,52.12,Yes,Excellent,Medium,Good,100
STD00556,22,M,master,9.1,70.36,No,6.13,57.28,Yes,Good,Low,  Poor ,86.88
STD00773,25,F,bachelor,18.87,66.49,Yes,6.61,62.51,No,Good,Medium,Good,100
STD01108,22,F,doctorate,6.28,57.81,No,6.61,49.49,No,Excellent,Low,Good,88.29
STD01225,24,F,high_school,17.59,,Yes,5.62,57.38,No,Good,Low,Good,94.67
STD00100,19,F,high_school,1.68,59.57,No,5.75,,Yes,Good,Low,Good,75.33
STD01038,19,F,master,,60.19,Yes,6.17,39.23,No,Excellent,Medium,Good,84.21
STD01534,21,F,high_school,13.12,67.26,Yes,8.93,66.56,Yes,Excellent,Medium,Good,100
STD02499,22,F,bachelor,4.22,,No,5.44,61.48,No,Excellent,Low,Excellent,88.51
STD00855,25,F,bachelor,10.31,68.12,Yes,9.82,35.6,No,Excellent,High,Poor,90.48
STD01923,18,M,master,,62.73,No,5.69,64.22,Yes,Excellent,MEDIUM,Poor,94.28
STD02477,22,F,master,2.07,66.5,Yes,5.54,56.44,No,Poor,High,Good,78.19
STD00275,19,M,master,,72.62,Yes,8.07,46.48,Yes,Good,Medium,Good,99.48
STD00387,25,F,bachelor,4.56,78.32,No,6.98,70.04,No,Good,Low,Excellent,87.55
STD01391,23,F,master,7.21,57.65,Yes,6.64,,No,Excellent,High,Poor,94.32
STD00842,19,M,high_school,12.89,,Yes,7.09,73.25,No,Excellent,,Good,97.37
STD02401,20,F,master,15.94,,Yes,6.23,54.17,Yes,Excellent,Low,Good,100
STD01217,18,M,bachelor,9.87,55.11,No,7.79,61.17,No,Poor,Low,Excellent,90.68
STD01389,21,M,master,15.13,61.14,Yes,6.56,56.23,Yes,Excellent,High,Good,100
STD01501,25,F,doctorate,,61.85,Yes,6.29,72.5,No,Good,Medium,Good,100
STD02095,25,F,high_school,14.31,66.52,Yes,9.1,41.38,No,Good,Medium,Excellent,94.59
STD02406,23,M,high_school,,53.83,Yes,6.35,58.46,No,Excellent,Medium,Good,81.34
STD00133,24,M,bachelor,8.3,59.05,Yes,6.84,,Yes,Good,Low,Excellent,94.98
STD02425,19,F,bachelor,9.52,67.65,Yes,6.56,60.5,No,Excellent,High,Excellent,100
STD02249,23,F,bachelor,14.99,67.84,No,7.46,64.37,No,Good,,Good,98.11
STD01171,21,M,doctorate,2.42,68.84,YES,5.35,,Yes,,High,Excellent,91.56
STD01023,22,M,BACHELOR,-2.15,59.01,No,7.82,72.52,Yes,Poor,Medium,Good,100
STD02467,18,M,bachelor,7.49,43.63,No,5.9,61.26,No,Excellent,Low,Excellent,86.84
STD00616,25,M,bachelor,11.56,76.45,No,,69.94,No,Good,Medium,Excellent,100
STD02108,23,M,bachelor,6.79,44.88,Yes,6.93,69.11,No,Good,High,Excellent,95.53
STD00734,23,F,bachelor,6.47,,Yes,5.91,64.98,No,Excellent,Medium,Good,91.06
STD01142,24,M,bachelor,7.93,52.26,No,7.79,42.54,No,Excellent,Medium,Excellent,93.15
STD00597,21,M,master,5.4,51.37,Yes,8.7,60.31,No,Excellent,Low,Good,91.14
STD02404,22,M,master,12.49,75.13,No,6.71,66.82,No,Excellent,Medium,Good,100
STD00751,25,M,master,4.12,67.66,No,6.96,47.36,Yes,Good,High,Good,90.13
STD01002,18,F,high_school,14.39,53.31,Yes,7.44,77.64,No,Excellent,High,Excellent,100
STD00127,20,M,high_school,,50.21,Yes,6.41,53.8,No,Good,Low,Poor,76.38
STD01480,18,F,high_school,9.72,57.48,YES,7.37,65.85,No,Poor,Medium,Good,84.54
STD02111,25,F,master,11.02,,Yes,7.68,71.73,No,,Medium,Good,96.38
STD01685,23,M,bachelor,4.28,72.1,Yes,7.78,,Yes,Good,Medium,Excellent,89.57
STD01924,19,M,high_school,,58.5,Yes,,45.31,No,Good,Medium,Good,94.21
STD01308,21,F,high_school,12.77,59.65,Yes,6.84,38.55,No,Excellent,High,Good,100
STD00623,20,F,master,8.77,,Yes,6.74,56.71,No,Poor,High,Good,97.42
STD02178,18,F,high_school,15.11,75.66,No,,58.95,No,Excellent,Low,Excellent,100
STD01183,23,F,bachelor,0.33,65.01,Yes,8.55,59.45,No,Good,Low,Excellent,77.75
STD02171,22,F,high_school,10.91,59.46,Yes,8.94,53.41,Yes,Poor,,Excellent,95.67
STD00301,24,M,bachelor,23.79,47.03,Yes,9.29,49.27,No,,High,Good,100
STD00043,20,F,bachelor,1.77,38.8,Yes,8.6,51.75,No,Good,Medium,Excellent,78.56
STD00978,18,F,master,7.75,71.2,Yes,6.02,56.21,Yes,Good,Low,Good,90.05
STD00181,23,M,doctorate,11.46,48.25,Yes,8.08,63.09,Yes,Excellent,Medium,Good,100
STD01737,20,F,master,11.65,,YES,6.63,,No,Poor,Low,Excellent,90.64
STD02432,20,F,master,11.89,53.71,No,5.72,47.02,  No ,Excellent,Low,Good,95.18
STD01790,24,M,high_school,18.64,42.61,Yes,6.38,50.25,Yes,Excellent,Low,Good,100
STD00306,22,F,high_school,,52.84,Yes,8.65,53.81,Yes,,Medium,Good,96.63
STD00199,22,M,high_school,22.83,77.05,No,7.19,67.13,No,Good,Medium,Poor,98.19
STD00766,19,M,high_school,12.18,62.92,No,9.45,,Yes,Excellent,Medium,Good,97.1
STD00376,22,M,master,9.44,65.24,Yes,7.32,63.97,No,Good,,Good,96.08
STD01016,24,F,bachelor,9.3,66.17,Yes,8.66,46.18,No,,,Good,84.73
STD00331,21,F,bachelor,13.69,40.93,No,,44.26,  No ,Poor,Medium,Poor,86.92
STD00816,19,F,bachelor,12.14,62.4,Yes,6.06,63.31,No,Good,,Good,95.21
STD02337,20,M,bachelor,9.04,71.77,Yes,5.21,65.93,Yes,Poor,High,Good,94.69
STD00395,22,M,doctorate,14.56,42.55,Yes,6.07,49.38,No,Good,Low,Excellent,100
STD01196,18,M,doctorate,7.26,75.92,Yes,7.13,62.04,No,Poor,Low,Good,94.0
STD02509,25,F,bachelor,4.56,78.32,No,6.98,70.04,No,Good,Low,Excellent,88.89
STD01145,20,M,high_school,8.45,65.26,No,7.67,86.1,No,Excellent,Medium,Good,100
STD02080,26,F,master,11.05,52.12,No,7.39,54.55,Yes,Excellent,Medium,Poor,97.86
STD00785,23,F,bachelor,15.05,69.62,Yes,7.71,54.43,No,Good,,Good,97.01
STD00647,23,F,bachelor,12.7,67.65,Yes,7.2,60.97,No,Poor,High,Good,96.77
STD00297,19,M,bachelor,,66.12,Yes,7.33,48.36,Yes,EXCELLENT,High,Good,100
STD00059,25,M,doctorate,11.24,72.11,No,7.52,65.6,No,Good,Medium,Good,99.16
STD01781,24,F,high_school,9.59,52.04,Yes,6.91,51.63,No,Excellent,Medium,Good,89.83
STD01723,22,F,bachelor,9.9,55.05,Yes,8.55,46.01,No,Good,High,Good,91.79
STD02179,19,F,high_school,4.79,68.78,No,8.62,50.2,Yes,Excellent,Low,Good,91.12
STD01215,19,F,master,10.93,51.81,No,8.17,72.15,No,Excellent,High,Good,100
STD00113,19,F,master,13.66,62.26,No,6.77,52.8,Yes,Good,Low,Excellent,100
STD02457,20,M,high_school,15.58,62.62,Yes,7.66,56.66,No,Excellent,Medium,Good,100
STD01585,24,F,bachelor,9.7,72.76,Yes,7.19,48.7,No,Poor,,Good,84.07
STD01354,19,F,master,20.09,60.03,Yes,5.66,65.4,Yes,Excellent,Low,Poor,100
STD00030,20,F,high_school,8.63,63.06,Yes,8.16,74.5,Yes,Excellent,High,Excellent,100
STD01130,23,M,bachelor,12.45,69.72,No,7.26,47.36,No,  Excellent ,Low,Good,96.3
STD00293,23,M,bachelor,16.45,62.07,No,5.61,47.41,No,Poor,High,Good,98.9
STD01779,24,F,master,11.69,68.25,NO,7.74,47.76,Yes,Excellent,High,POOR,99.07
STD01048,23,F,bachelor,16.94,33.91,Yes,,56.44,No,Excellent,Medium,Good,100
STD01027,23,M,high_school,10.24,60.07,Yes,6.15,49.51,No,Excellent,Medium,Excellent,87.66
STD01692,19,F,master,9.36,67.16,No,4.9,71.96,No,Excellent,Low,Excellent,100
STD00278,22,M,bachelor,13.09,64.78,Yes,5.31,69.82,Yes,Good,Medium,Good,100
STD00224,25,M,master,4.32,49.22,Yes,8.74,55.58,Yes,GOOD,High,Good,81.9
STD01927,25,F,bachelor,7.76,61.12,No,4.5,60.71,No,Poor,High,Good,85.18
STD00450,22,F,high_school,,66.99,Yes,8.93,62.66,No,Good,High,Excellent,95.69
STD01925,18,M,high_school,12.06,,Yes,7.83,67.41,No,Excellent,High,Poor,100
STD01392,22,F,bachelor,16.59,,Yes,,69.8,No,Excellent,Low,Good,100
STD00852,22,F,master,19.63,62.4,Yes,6.9,55.37,No,Good,Low,Poor,100
STD01552,20,F,high_school,15.97,61.6,Yes,,58.7,Yes,Good,Low,Good,100
STD01802,24,F,bachelor,11.42,71.15,No,6.81,56.91,Yes,Excellent,Medium,Poor,100
STD01364,20,M,high_school,2.16,61.65,No,7.36,50.66,No,,Low,Good,79.66
STD02133,19,M,doctorate,,50.34,No,,38.87,Yes,Excellent,,  Good ,100
STD00753,18,F,master,13.99,62.04,No,,60.97,No,Excellent,Low,Good,100
STD00472,20,F,bachelor,10.07,57.7,No,6.18,70.74,No,Good,Low,Good,89.4
STD02093,21,F,master,13.83,36.92,Yes,6.36,61.11,No,Good,High,Good,97.28
STD00850,19,M,master,10.24,63.23,Yes,6.36,65.45,No,Poor,Medium,Good,92.25
STD01195,20,F,high_school,11.16,63.31,Yes,9.18,58.74,No,Excellent,,Poor,89.32
STD01710,21,M,bachelor,12.11,48.54,Yes,6.46,67.18,Yes,Good,High,Good,100
STD00277,22,F,high_school,19.01,57.36,No,5.52,30.28,No,Poor,,Good,87.26
STD01107,21,F,bachelor,11.94,73.69,Yes,,51.48,No,Excellent,Low,Good,95.28
STD01500,22,M,high_school,12.75,69.59,No,7.1,37.45,Yes,Excellent,Medium,Good,95.79
STD00203,25,M,high_school,12.38,,Yes,5.73,53.91,No,Excellent,Medium,Excellent,95.99
STD01370,20,M,bachelor,,25.59,Yes,5.97,70.45,No,Good,High,Excellent,99.5
STD02439,24,M,bachelor,,78.13,Yes,9.01,43.95,No,Good,Low,Excellent,100
STD00034,22,F,master,11.26,68.01,No,6.71,51.48,Yes,Good,Medium,Good,100
STD00976,23,F,bachelor,13.53,54.6,  Yes ,,64.73,No,Good,High,Good,100
STD01736,18,F,doctorate,5.83,43.26,No,,46.06,Yes,Good,Low,Good,87.13
STD02209,18,F,bachelor,17.74,44.62,Yes,7.86,63.7,No,Excellent,Medium,Good,100
STD00964,21,F,high_school,18.98,34.67,Yes,6.43,38.35,Yes,Poor,Medium,Excellent,96.66
STD01959,19,  M ,doctorate,4.28,53.97,Yes,6.56,57.05,No,Good,Medium,Good,89.23
STD02351,18,M,bachelor,10.33,43.0,No,7.77,44.86,No,Excellent,High,Good,95.15
STD01615,21,M,bachelor,8.77,53.78,No,7.03,53.31,No,Excellent,Medium,Good,92.91
STD00253,23,F,  high_school ,14.15,57.04,No,7.04,60.04,YES,Good,Low,Good,96.27
STD01271,20,F,master,16.01,57.79,Yes,6.48,47.71,No,Good,Low,Good,100
STD02135,24,M,bachelor,10.71,67.98,Yes,6.65,54.86,No,Good,Medium,Excellent,90.83
STD01137,19,M,doctorate,17.7,78.03,No,7.36,68.55,Yes,Excellent,Medium,Good,100
STD01239,20,F,bachelor,5.24,45.06,Yes,7.44,47.98,Yes,Good,High,GOOD,90.97
STD02274,25,F,high_school,10.1,62.92,Yes,15.95,54.28,No,Excellent,Medium,Good,90.2
STD00497,25,F,master,9.3,,No,5.07,67.29,Yes,Poor,High,Good,93.05
STD02253,20,F,master,6.06,42.18,Yes,8.35,57.45,No,Good,Medium,Good,84.04
STD00024,20,F,bachelor,14.0,61.92,No,6.26,60.76,No,Good,Medium,Poor,90.41
STD00567,25,F,bachelor,6.12,53.25,No,6.99,69.98,Yes,Good,Medium,Poor,83.97
STD01872,22,M,high_school,10.57,46.53,Yes,6.24,48.55,Yes,Excellent,Low,Excellent,88.41
STD00886,25,M,bachelor,11.32,33.91,No,7.37,56.63,No,Good,Medium,Excellent,95.23
STD00618,18,M,high_school,10.81,63.13,Yes,6.05,45.11,No,Poor,Low,Good,82.23
STD01009,19,F,bachelor,8.08,47.95,Yes,7.39,56.71,No,,High,Good,90.11
STD00279,22,M,bachelor,14.18,,Yes,6.13,56.68,Yes,Poor,,Excellent,100
STD00795,25,M,HIGH_SCHOOL,14.78,72.75,No,7.79,,Yes,Excellent,Medium,Excellent,100
STD00239,23,  F ,bachelor,4.36,58.34,Yes,8.41,57.15,No,Good,Medium,Good,81.61
STD02416,18,M,bachelor,14.84,,Yes,,64.36,Yes,Poor,Medium,Excellent,100
STD00663,19,M,high_school,,62.45,No,5.67,55.78,No,Good,High,Good,92.53
STD00074,20,F,bachelor,13.08,52.1,No,8.05,68.54,No,Poor,Low,Good,89.22
STD00901,24,M,bachelor,14.27,66.05,Yes,5.89,64.4,No,Excellent,Low,Excellent,100
STD01797,25,F,bachelor,10.25,69.8,No,5.09,52.09,No,Excellent,High,Good,95.69
STD02471,23,F,high_school,6.99,79.58,Yes,7.5,50.68,No,Good,High,Good,87.38
STD02359,22,F,master,18.13,78.29,Yes,6.91,51.65,No,Excellent,Low,Good,100
STD01333,18,F,high_school,5.78,70.64,No,7.41,63.88,Yes,Excellent,High,Good,90.38
STD00386,24,F,high_school,14.14,48.07,No,5.05,52.28,No,Excellent,Low,Good,94.66
STD00826,20,F,master,3.02,59.83,Yes,7.88,53.87,No,Good,Low,Excellent,81.86
STD00958,25,F,doctorate,11.68,49.06,Yes,8.34,59.1,Yes,,,Excellent,100
STD02339,23,M,high_school,16.48,62.42,Yes,5.66,63.63,No,Excellent,Medium,Good,100
STD00671,23,M,bachelor,14.14,49.5,Yes,5.32,51.75,Yes,Good,Low,EXCELLENT,93.1
STD01775,25,F,bachelor,13.54,60.51,No,7.71,71.07,Yes,Excellent,Low,Good,100
STD02011,24,M,high_school,19.42,67.27,Yes,6.35,33.46,No,Good,,Excellent,92.7
STD01129,21,F,master,9.7,50.57,Yes,6.82,52.17,No,Good,High,Good,98.58
STD01773,19,F,doctorate,11.61,70.0,No,5.49,60.13,No,Poor,,Good,99.53
STD01646,21,M,bachelor,14.61,51.88,Yes,7.26,69.15,No,Good,Medium,Good,100
STD01966,19,F,high_school,14.43,53.43,Yes,6.82,44.89,YES,Good,Low,Good,89.58
STD01318,23,M,doctorate,16.26,,Yes,6.89,60.03,No,Excellent,Medium,Good,100
STD00968,19,M,bachelor,5.43,73.63,Yes,6.15,68.71,No,Poor,High,Excellent,88.42
STD00522,22,F,high_school,19.24,38.29,No,14.59,50.09,Yes,Good,Low,EXCELLENT,96.23
STD02284,20,F,bachelor,15.21,64.84,No,8.41,55.23,No,Excellent,Low,Good,99.61
STD02122,25,M,high_school,6.58,65.45,  Yes ,,76.99,Yes,,Medium,Good,86.43
STD01904,22,M,high_school,0.83,38.31,Yes,7.93,57.05,No,Poor,Medium,Good,72.02
STD01182,23,M,bachelor,,,No,6.65,50.18,No,Good,Medium,Good,99.4
STD00378,20,F,bachelor,14.85,78.23,Yes,8.03,56.45,No,Good,,Poor,100
STD01600,20,F,high_school,3.39,66.33,No,6.84,46.48,Yes,Poor,Low,Good,77.14
STD01495,20,M,doctorate,6.99,52.39,No,8.18,70.19,No,Poor,Low,Poor,85.98
STD02396,22,F,master,4.05,56.1,Yes,7.15,37.36,Yes,Good,Medium,Poor,79.53
STD01896,19,F,high_school,7.85,66.19,No,,61.51,Yes,Good,Low,Good,90.81
STD01527,25,M,bachelor,10.45,50.86,No,6.06,68.72,Yes,Excellent,Medium,Good,100
STD00267,19,M,high_school,14.02,63.49,No,6.07,59.51,Yes,Good,Medium,Excellent,100
STD01905,19,M,master,,,Yes,8.21,37.74,Yes,Good,Medium,Excellent,99.49
STD00351,19,M,bachelor,5.89,70.98,Yes,6.81,71.42,No,Excellent,Low,Good,91.19
STD01550,24,M,bachelor,0.63,62.83,Yes,6.8,55.68,Yes,Good,Low,Good,75.38
STD01131,24,F,bachelor,8.44,69.27,Yes,7.34,58.07,Yes,Good,Low,Good,94.96
STD01448,19,M,high_school,8.66,65.0,Yes,,61.56,No,,Low,Good,86.93
STD00477,23,F,high_school,11.09,50.09,No,9.33,49.02,Yes,Excellent,Medium,Good,95.12
STD00866,22,F,bachelor,12.41,44.87,No,5.54,49.84,Yes,Excellent,Medium,Excellent,100
STD02110,20,F,bachelor,15.52,62.11,Yes,6.88,58.2,No,,Medium,Good,100
STD02100,23,M,high_school,6.14,59.02,Yes,5.53,,Yes,Excellent,,Good,86.44
STD00659,25,M,high_school,17.07,53.05,No,6.94,60.4,No,Excellent,Medium,Excellent,100
STD01413,19,F,doctorate,,75.2,Yes,8.28,57.43,Yes,Excellent,,Excellent,100
STD00217,24,F,high_school,15.5,64.0,No,6.85,42.92,Yes,Excellent,Low,Good,100
STD00491,22,M,high_school,4.56,47.59,No,,62.05,Yes,Good,,Good,82.83
STD01680,19,M,high_school,3.62,67.71,No,6.42,,Yes,Excellent,Medium,Good,81.85
STD02177,24,M,master,13.44,51.36,Yes,9.04,49.66,No,Excellent,Low,Good,98.27
STD00731,24,F,high_school,6.08,,Yes,7.16,60.19,Yes,Excellent,,Good,100
